CustomerId,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Surname,CreditScore,Gender,Age,EstimatedSalary,zip_state,zip_city,zip_latitude,zip_longitude,churn_prob
15687946,2,117419.35,1,1,1,0,Osborne,556,Female,61,94153.83,VI,St Thomas,18.322285,-64.963715,0.5179283906855247
15755196,2,131394.56,1,0,0,1,Lavine,834,Female,49,194365.76,VI,St Thomas,18.322285,-64.963715,0.5608734669938894
15684171,5,155931.11,1,1,1,0,Bianchi,660,Female,61,158338.39,VI,St Thomas,18.322285,-64.963715,0.546378224524454
15754849,4,109421.13,2,1,1,0,Tyler,776,Female,32,126517.46,VI,St Thomas,18.322285,-64.963715,0.0932375076292293
15602280,9,112045.67,1,1,1,1,Martin,829,Female,27,119708.21,VI,St Thomas,18.322285,-64.963715,0.06290555174289371
15771573,9,137843.8,1,1,1,1,Okagbue,637,Female,39,117622.8,VI,St Thomas,18.322285,-64.963715,0.1718726971158385
15766205,2,103391.38,1,0,1,0,Yin,550,Male,38,90878.13,VI,St Thomas,18.322285,-64.963715,0.10095490786119239
15771873,2,103769.22,2,1,0,0,Buccho,776,Female,37,194099.12,VI,St Thomas,18.322285,-64.963715,0.310763826468242
15616550,10,116363.37,2,1,0,0,Chidiebele,698,Male,44,198059.16,VI,St Thomas,18.322285,-64.963715,0.303502719083649
15768193,5,146050.97,2,0,0,0,Trevisani,585,Male,36,86424.57,VI,St Thomas,18.322285,-64.963715,0.24172889521732008
15683553,5,0.0,2,0,0,0,O'Brien,788,Female,33,116978.19,VI,St Thomas,18.322285,-64.963715,0.15804037152952938
15702298,8,125561.97,1,0,0,1,Parkhill,655,Male,41,164040.94,VI,St Thomas,18.322285,-64.963715,0.28962600514035963
15569590,1,98495.72,1,1,0,1,Yoo,601,Male,42,40014.76,VI,St Thomas,18.322285,-64.963715,0.28629422179939146
15760861,1,125211.92,1,1,1,0,Phillipps,619,Male,43,113410.49,VI,St Thomas,18.322285,-64.963715,0.14675404305287187
15630053,5,127864.4,1,1,0,0,Tsao,656,Male,45,87107.57,VI,St Thomas,18.322285,-64.963715,0.35025236186230607
15647091,0,75888.2,1,0,0,0,Endrizzi,725,Male,19,45613.75,VI,St Thomas,18.322285,-64.963715,0.06077575378122068
15623944,4,0.0,1,1,0,1,T'ien,511,Female,66,1643.11,VI,St Thomas,18.322285,-64.963715,0.7061767233095865
15804771,4,40685.92,1,1,1,0,Velazquez,614,Male,51,46775.28,VI,St Thomas,18.322285,-64.963715,0.1573874900648123
15651280,5,136857.0,1,0,0,0,Hunter,742,Male,35,84509.57,VI,St Thomas,18.322285,-64.963715,0.20921922802537382
15773469,9,152328.88,2,0,0,0,Clark,687,Female,27,126494.82,VI,St Thomas,18.322285,-64.963715,0.20918537043392338
15702014,1,56084.69,2,0,0,0,Jeffrey,555,Male,33,178798.13,VI,St Thomas,18.322285,-64.963715,0.15560220502784924
15751208,8,78707.16,1,1,1,0,Pirozzi,684,Male,56,99398.36,VI,St Thomas,18.322285,-64.963715,0.2314903044109198
15592461,4,109166.37,1,1,1,0,Jackson,603,Male,26,92840.67,VI,St Thomas,18.322285,-64.963715,0.04213071176530103
15789484,6,169831.46,2,1,1,0,Hammond,751,Female,36,27758.36,VI,St Thomas,18.322285,-64.963715,0.1492149789209024
15696061,1,101633.04,1,1,0,0,Brownless,581,Female,34,110431.51,VI,St Thomas,18.322285,-64.963715,0.2912017788583078
15641582,10,123180.01,2,1,1,0,Chibugo,735,Male,43,196673.28,VI,St Thomas,18.322285,-64.963715,0.12203912606607838
15638424,5,150725.53,2,0,1,0,Glauert,661,Female,35,113656.85,VI,St Thomas,18.322285,-64.963715,0.14618005693466718
15755648,8,98373.26,1,1,0,0,Pisano,675,Female,21,18203.0,VI,St Thomas,18.322285,-64.963715,0.11270002529398261
15703793,2,133745.44,4,1,0,1,Konovalova,738,Male,58,28373.86,VI,Christiansted,17.734211,-64.734694,0.5527863270745412
15620344,6,0.0,1,1,0,0,McKee,813,Male,29,33953.87,VI,Christiansted,17.734211,-64.734694,0.07093350057749916
15812518,0,163607.18,1,0,1,0,Palermo,657,Female,37,44203.55,VI,Christiansted,17.734211,-64.734694,0.18596820236104067
15779052,5,157780.84,2,1,1,0,Ballard,604,Female,25,58426.81,VI,Christiansted,17.734211,-64.734694,0.07746568526570755
15770811,9,0.0,2,0,1,0,Wallace,519,Male,36,145562.4,VI,Christiansted,17.734211,-64.734694,0.049941576267735766
15780961,1,178718.19,2,1,0,0,Cavenagh,735,Female,21,22388.0,VI,Christiansted,17.734211,-64.734694,0.1640514151048288
15614049,8,0.0,2,1,1,0,Hu,664,Male,55,139161.64,VI,Christiansted,17.734211,-64.734694,0.15800036011031177
15662085,9,0.0,1,1,1,0,Read,678,Female,32,148210.64,VI,Christiansted,17.734211,-64.734694,0.057899347321377186
15575185,5,77253.22,1,0,1,0,Bushell,757,Male,33,194239.63,VI,Christiansted,17.734211,-64.734694,0.05675879649320494
15803136,10,122189.66,2,1,0,0,Postle,416,Female,41,98301.61,VI,Christiansted,17.734211,-64.734694,0.41514382761211893
15706021,1,96645.54,2,0,0,0,Buley,665,Female,34,171413.66,VI,Christiansted,17.734211,-64.734694,0.2796267609129913
15663706,2,0.0,1,1,0,1,Leonard,777,Female,32,136458.19,VI,Christiansted,17.734211,-64.734694,0.1574166183505473
15641732,3,0.0,2,0,0,0,Mills,543,Female,36,26019.59,VI,Christiansted,17.734211,-64.734694,0.2124227406649516
15701164,4,90307.62,1,1,1,0,Onyeorulu,506,Female,34,159235.29,VI,Christiansted,17.734211,-64.734694,0.1195291816122563
15738751,4,0.0,2,1,0,0,Beit,493,Female,46,1907.66,VI,Christiansted,17.734211,-64.734694,0.35324901228418604
15805254,10,0.0,2,1,1,0,Ndukaku,652,Female,75,114675.75,VI,St John,18.32816,-64.740737,0.5728124531450952
15762418,3,121681.82,1,1,0,1,Gant,750,Male,22,128643.35,VI,St John,18.32816,-64.740737,0.08816034079309687
15625759,9,0.0,2,1,0,0,Rowley,729,Male,30,151869.35,VI,St John,18.32816,-64.740737,0.07824907483895939
15622897,4,0.0,3,1,0,1,Sharpe,646,Female,46,93251.42,VI,St John,18.32816,-64.740737,0.3328658915104235
15767954,3,81623.67,2,1,1,0,Osborne,635,Female,28,156791.36,VI,St John,18.32816,-64.740737,0.07012852010648586
15757535,5,0.0,3,1,1,1,Heap,647,Female,44,174205.22,VI,St John,18.32816,-64.740737,0.13063736930776146
15731511,7,118626.55,2,1,0,0,Ritchie,808,Male,45,147132.46,VI,St John,18.32816,-64.740737,0.31016444363786627
15809248,10,0.0,2,1,0,0,Cole,524,Female,36,109614.57,VI,St John,18.32816,-64.740737,0.19967777380624294
15640635,8,0.0,2,1,1,0,Capon,769,Male,29,172290.61,VI,St John,18.32816,-64.740737,0.026090503772115
15676966,4,0.0,2,0,1,0,Capon,730,Male,42,85982.47,VI,St John,18.32816,-64.740737,0.06899849940806632
15699461,10,176273.95,1,0,1,0,Fiorentini,515,Male,35,121277.78,VI,St John,18.32816,-64.740737,0.10742871741387518
15738721,9,102827.44,1,0,1,0,Graham,773,Male,41,64595.25,VI,Frederiksted,17.734211,-64.734694,0.09688315687472088
15693683,8,97086.4,2,1,1,0,Yuille,814,Male,29,197276.13,VI,Kingshill,17.734211,-64.734694,0.041215033792380104
15604348,8,0.0,2,0,0,0,Allard,710,Male,22,99645.04,VI,Kingshill,17.734211,-64.734694,0.04656397611035198
15633059,9,0.0,2,0,0,0,Fanucci,413,Male,34,6534.18,VI,Kingshill,17.734211,-64.734694,0.11792682915383919
15808582,6,0.0,1,1,1,0,Fu,665,Female,40,161848.03,PR,San Juan,18.451131,-66.07798,0.10460543697982533
15743192,6,0.0,2,0,0,0,Hung,623,Female,44,167162.43,PR,San Juan,18.451131,-66.07798,0.3200694782802141
15580146,9,82674.15,1,1,0,0,Hung,738,Male,31,41970.72,PR,San Juan,18.451131,-66.07798,0.11911456520064095
15776605,7,0.0,2,1,0,0,Bradley,528,Male,36,60536.56,PR,San Juan,18.451131,-66.07798,0.1285151665644132
15804919,1,0.0,1,1,1,1,Dunbabin,670,Female,65,177655.68,PR,San Juan,18.451131,-66.07798,0.4385112628114989
15613854,4,107073.27,2,1,1,1,Mauldon,622,Female,46,30984.59,PR,San Juan,18.451131,-66.07798,0.22907332552626766
15599195,1,88938.62,1,1,1,0,Stiger,582,Male,32,10054.53,PR,San Juan,18.451131,-66.07798,0.05884677799298623
15812878,2,99806.85,1,0,1,0,Parsons,785,Female,36,36976.52,PR,San Juan,18.451131,-66.07798,0.12050718883821135
15602312,5,150092.8,1,0,0,0,Walkom,605,Male,33,71862.79,PR,San Juan,18.451131,-66.07798,0.20989431548932302
15744689,9,92833.89,1,1,0,1,T'ang,479,Male,35,99449.86,PR,San Juan,18.410462,-66.060533,0.1883748585626399
15803526,3,90536.81,1,0,1,0,Eremenko,685,Male,30,63082.88,PR,San Juan,18.410462,-66.060533,0.04968757116226133
15665790,7,108055.1,2,1,0,0,Rowntree,538,Male,39,27231.26,PR,San Juan,18.410462,-66.060533,0.23621875261710884
15715951,2,100238.35,1,0,0,0,Thorpe,562,Male,42,86797.41,PR,San Juan,18.410462,-66.060533,0.301185828193725
15591100,9,106190.55,1,0,1,0,Chiemela,675,Male,36,22994.32,PR,San Juan,18.45009,-66.0577,0.0733366526249597
15609618,9,154475.54,2,0,1,1,Fanucci,721,Male,28,101300.94,PR,San Juan,18.450907,-66.04256,0.05200207541947544
15675522,9,132351.29,2,1,1,0,Ko,628,Female,30,74169.13,PR,San Juan,18.436995,-66.04888,0.09047291622364714
15705512,6,167864.4,1,1,0,0,Welch,668,Female,37,115638.29,PR,San Juan,18.410462,-66.060533,0.38592051872360894
15698028,1,0.0,2,1,0,0,Duncan,506,Female,41,31766.3,PR,San Juan,18.410462,-66.060533,0.28523837024543053
15661670,8,107818.63,1,1,0,1,Chidozie,524,Female,31,199725.39,PR,San Juan,18.410462,-66.060533,0.25006258715544566
15600781,4,185173.81,2,1,0,0,Wu,699,Male,34,120834.48,PR,San Juan,18.410462,-66.060533,0.2381082205723568
15682472,8,129433.34,2,0,0,0,Culbreth,828,Male,34,38131.77,PR,San Juan,18.422263,-66.0513,0.16806320829695984
15580203,6,120193.42,1,0,0,0,Kennedy,674,Male,39,100130.95,PR,San Juan,18.422263,-66.0513,0.2525956986160544
15690673,6,0.0,2,1,0,0,Cameron,656,Female,39,141069.88,PR,San Juan,18.410462,-66.060533,0.23481994848073012
15760085,10,126384.42,1,1,1,0,Calabresi,684,Female,48,198129.36,PR,San Juan,18.410462,-66.060533,0.27295533351296514
15779659,3,0.0,1,0,0,0,Zetticci,625,Female,28,183646.41,PR,San Juan,18.410462,-66.060533,0.13798095739891067
15627360,9,152603.45,1,1,0,1,Fuller,432,Male,42,110265.24,PR,San Juan,18.410462,-66.060533,0.3513840920234264
15671137,1,0.0,1,0,1,1,MacDonald,549,Female,52,8636.05,PR,San Juan,18.410462,-66.060533,0.23671815000740853
15782688,0,148507.24,1,1,0,1,Piccio,625,Male,56,46824.08,PR,San Juan,18.410462,-66.060533,0.5893939171599076
15575492,7,0.0,2,1,0,0,Kennedy,828,Female,41,171378.77,PR,San Juan,18.410462,-66.060533,0.24097680472732894
15591607,9,101827.07,1,1,0,0,Fernie,770,Male,24,167256.35,PR,San Juan,18.410462,-66.060533,0.08527104231586444
15740404,3,0.0,2,1,1,0,He,758,Female,34,124226.16,PR,San Juan,18.410462,-66.060533,0.06563827523278686
15718369,9,130862.43,1,1,1,0,Kaodilinakachukwu,795,Female,33,114935.21,PR,San Juan,18.410462,-66.060533,0.10440469655683084
15677871,9,122570.87,1,1,1,0,Cocci,687,Male,38,35608.88,PR,San Juan,18.410462,-66.060533,0.08796919030506967
15642004,1,0.0,2,0,1,0,Alekseeva,686,Male,25,16459.37,PR,San Juan,18.410462,-66.060533,0.02182259306456924
15712543,7,124828.46,2,1,1,0,Chinweike,789,Male,39,124411.08,PR,San Juan,18.410462,-66.060533,0.09249977768827161
15584518,5,144895.05,2,1,1,0,Arthur,589,Female,50,34941.23,PR,San Juan,18.410462,-66.060533,0.3268453561189883
15802381,5,63663.93,1,0,1,0,Li,461,Female,34,167784.28,PR,San Juan,18.41242,-66.09069,0.1107177764148488
15610156,2,133463.1,1,0,1,0,Ma,637,Male,40,93165.34,PR,San Juan,18.394019,-66.08633,0.12512071349519488
15594408,2,213146.2,1,1,0,1,Chia,584,Female,48,75161.25,PR,San Juan,18.410462,-66.060533,0.6590257552815072
15640905,1,129490.36,2,0,1,1,Vasin,579,Female,35,8590.83,PR,San Juan,18.410462,-66.060533,0.14039435289682387
15698932,10,137452.09,1,1,0,0,Groves,756,Male,44,189543.9,PR,San Juan,18.39184,-66.06867,0.32515627566960587
15724944,7,0.0,2,1,1,0,Tien,663,Male,34,180427.24,PR,San Juan,18.39184,-66.06867,0.04040631473966829
15628145,5,125851.93,1,1,1,0,Forwood,682,Female,43,193318.33,PR,San Juan,18.39184,-66.06867,0.21852764361638857
15713483,2,0.0,1,1,0,1,Greeves,793,Male,52,159123.82,PR,San Juan,18.39184,-66.06867,0.31815343172199195
15612350,5,40915.55,1,1,0,1,Taylor,691,Female,31,126213.84,PR,San Juan,18.410462,-66.060533,0.17694669496044843
15800703,5,113157.22,1,1,1,0,Madukwe,485,Female,21,54141.5,PR,San Juan,18.410462,-66.060533,0.05303797337327345
15705707,8,138296.94,2,1,0,0,Bennelong,635,Female,29,141075.51,PR,San Juan,18.410462,-66.060533,0.22653050352625323
15754105,5,106967.18,1,0,0,0,Olisanugo,650,Male,37,24495.03,PR,San Juan,18.410462,-66.060533,0.21339577880386323
15703264,9,120681.63,1,1,0,0,Chukwufumnanya,735,Male,44,74836.34,PR,San Juan,18.410462,-66.060533,0.3008010125579816
15794413,0,0.0,2,0,1,0,Harris,416,Male,32,878.87,PR,San Juan,18.410462,-66.060533,0.042710983196160915
15650237,7,0.0,2,1,0,0,Morgan,754,Female,32,89520.75,PR,San Juan,18.410462,-66.060533,0.14238154277507017
15759618,9,0.0,1,1,0,1,Alexeeva,535,Female,48,149892.79,PR,San Juan,18.410462,-66.060533,0.389330083810769
15811589,8,0.0,2,1,0,0,Metcalfe,716,Male,42,180800.42,PR,San Juan,18.410462,-66.060533,0.1744566645405033
15689044,2,127609.59,1,1,0,0,Humphries,539,Male,37,98646.22,PR,San Juan,18.410462,-66.060533,0.25426249206366347
15709368,6,0.0,2,1,1,0,Milne,614,Female,43,109041.53,PR,San Juan,18.410462,-66.060533,0.12372003162757736
15679145,7,0.0,1,1,0,1,Chou,706,Male,57,17941.16,PR,San Juan,18.410462,-66.060533,0.3810682585093634
15655007,7,0.0,2,0,0,0,Li,758,Female,33,82996.47,PR,San Juan,18.410462,-66.060533,0.15451097073528666
15623595,2,0.0,2,1,1,0,Clayton,586,Female,28,92067.35,PR,San Juan,18.410462,-66.060533,0.04824289728592075
15589975,6,97259.25,1,0,1,0,Maclean,646,Female,73,104719.66,PR,San Juan,18.410462,-66.060533,0.6816133863655794
15804017,4,123246.7,1,0,0,0,Chigolum,631,Female,33,112687.57,PR,San Juan,18.410462,-66.060533,0.28905045427240905
15692132,6,101060.25,1,0,1,0,Wilkinson,717,Female,22,84699.56,PR,Toa Alta,18.36802,-66.23414,0.04777942114564395
15641122,2,0.0,2,1,0,0,Wei,684,Male,30,83473.82,PR,Bayamon,18.34216,-66.16643,0.08563487452657141
15630910,7,108007.36,1,0,0,0,Treacy,800,Female,49,47125.11,PR,Guaynabo,18.398507,-66.11522,0.5005140165223496
15680772,2,0.0,2,1,1,0,Hu,721,Female,36,106977.8,PR,Guaynabo,18.398507,-66.11522,0.0772921642561842
15658929,0,133702.89,1,1,0,1,Taverner,683,Male,29,55582.54,PR,Guaynabo,18.398507,-66.11522,0.15262703758944857
15585388,9,125189.75,2,1,1,0,Sherman,660,Male,31,139874.43,PR,Guaynabo,18.398507,-66.11522,0.05720483784182999
15724623,7,113034.22,1,1,0,1,Taubman,704,Female,24,162503.48,PR,Guaynabo,18.398507,-66.11522,0.15404146778107158
15588537,9,109013.23,1,1,0,0,Robinson,615,Female,41,196499.96,PR,Guaynabo,18.398507,-66.11522,0.3919275937760392
15574692,2,0.0,2,1,0,1,Pinto,667,Female,39,40721.24,PR,Guaynabo,18.398507,-66.11522,0.23512473668130804
15611325,9,57929.81,2,0,0,0,Wood,682,Male,24,53134.3,PR,Guaynabo,18.398507,-66.11522,0.06908291822778621
15587562,4,130114.39,1,1,0,0,Hawkins,484,Female,29,164017.89,PR,Guaynabo,18.398507,-66.11522,0.2564688990623895
15613172,5,95826.49,2,1,0,0,Sun,628,Male,27,155996.96,PR,Guaynabo,18.398507,-66.11522,0.1115694624785998
15651022,10,129608.57,1,1,0,1,Yost,480,Male,44,5472.7,PR,Guaynabo,18.398507,-66.11522,0.33594725788992774
15586310,4,169462.09,1,1,0,0,Ting,578,Male,30,112187.11,PR,Guaynabo,18.398507,-66.11522,0.19418368533390107
15625524,5,0.0,2,1,1,0,Rowe,512,Male,40,146457.83,PR,Guaynabo,18.408479,-66.1025,0.06790382674942648
15755209,7,133868.21,1,1,1,0,Fu,484,Female,35,27286.1,PR,Guaynabo,18.366981,-66.10889,0.14188333164102054
15645248,0,0.0,2,1,1,0,Ho,510,Female,30,130553.47,PR,Guaynabo,18.366981,-66.10889,0.0607570524378515
15790355,5,190479.48,2,0,0,0,Okechukwu,606,Male,36,179351.89,PR,Guaynabo,18.366981,-66.10889,0.2918288696351222
15762615,8,101993.12,1,0,1,0,Campbell,597,Female,40,94774.12,PR,Guaynabo,18.366981,-66.10889,0.16492863071297797
15625426,3,161608.81,1,1,0,1,Ashbolt,754,Female,55,8080.85,PR,Guaynabo,18.366981,-66.10889,0.6791960500970827
15716334,2,122311.21,1,1,1,0,Rozier,850,Female,45,19482.5,PR,Carolina,18.431885,-66.0127,0.2144399514994009
15789669,2,0.0,2,1,1,0,Hsia,510,Male,65,48071.61,PR,Carolina,18.431885,-66.0127,0.30977293758307217
15621075,1,162150.42,2,1,0,0,Ogbonnaya,778,Female,45,174531.27,PR,Carolina,18.431885,-66.0127,0.5211338578932871
15810845,2,0.0,2,1,1,0,T'ang,636,Male,42,55470.78,PR,Carolina,18.431885,-66.0127,0.0720483068733449
15719377,4,0.0,1,1,1,1,Cocci,804,Female,50,8546.87,PR,Carolina,18.431885,-66.0127,0.17423157940571535
15654506,8,0.0,2,1,0,0,Chang,514,Male,32,95857.18,PR,Carolina,18.393355,-65.972495,0.10032489646091997
15771977,1,99010.67,1,1,0,0,T'ao,730,Female,39,194945.8,PR,Carolina,18.374896,-65.94691,0.3558261856477285
15708710,0,0.0,1,0,1,0,Ford,525,Female,37,131521.72,PR,Carolina,18.374896,-65.94691,0.10226995221648771
15726676,5,0.0,2,0,1,0,Marshall,616,Male,30,196108.51,MA,Agawam,42.07061,-72.62029,0.03349974244019096
15587421,7,111388.18,2,1,0,0,Tsai,687,Female,34,148564.76,MA,Agawam,42.07061,-72.62029,0.2660244764559511
15726931,8,56214.85,2,0,0,1,Onwumelu,715,Female,41,92982.61,MA,Agawam,42.07061,-72.62029,0.3068689204484275
15771086,3,84327.77,2,1,0,0,Graham,512,Female,36,17675.36,MA,Agawam,42.07061,-72.62029,0.2894850484719099
15756850,1,0.0,2,0,0,0,Golovanov,479,Male,40,114996.43,MA,Agawam,42.07061,-72.62029,0.19055867425513376
15702741,8,93012.89,1,1,0,0,Potts,601,Male,32,86957.42,MA,Agawam,42.07061,-72.62029,0.14812596190605865
15679200,9,61710.44,2,1,0,0,Crawford,580,Male,29,128077.8,MA,Agawam,42.07061,-72.62029,0.10502393172572448
15594815,3,174790.15,1,1,1,0,Aleshire,807,Male,35,600.36,MA,Agawam,42.07061,-72.62029,0.0910159041854689
15635905,6,0.0,2,1,1,0,Moran,616,Female,32,43001.46,MA,Agawam,42.07061,-72.62029,0.05768169567400676
15777892,3,107720.64,1,1,1,0,Samsonova,721,Male,37,158591.12,MA,Agawam,42.07061,-72.62029,0.08633906250136714
15656176,10,0.0,2,1,1,0,Jenkins,501,Male,57,47847.19,MA,Agawam,42.07061,-72.62029,0.18301864724993086
15811127,6,96423.84,1,1,0,0,Volkov,521,Male,35,10488.44,MA,Agawam,42.07061,-72.62029,0.18693489798723611
15604482,2,141040.01,1,1,1,0,Chiemezie,850,Male,30,5978.2,MA,Agawam,42.07061,-72.62029,0.054859504346266345
15622911,4,105420.18,1,0,1,0,Jude,759,Male,42,121409.06,MA,Agawam,42.07061,-72.62029,0.11553088257798287
15600974,5,0.0,1,0,1,1,He,516,Male,50,146145.93,MA,Amherst,42.377651,-72.50323,0.1384452019980631
15727868,2,129022.06,2,1,1,1,Onuora,711,Female,38,14374.86,MA,Amherst,42.377651,-72.50323,0.151528302812414
15627801,3,176666.62,1,1,0,0,Ginikanwa,512,Male,33,94670.77,MA,Amherst,42.377651,-72.50323,0.24618294638470278
15773039,3,0.0,1,1,1,0,Ku,550,Male,37,179670.31,MA,Amherst,42.377651,-72.50323,0.05838088648532939
15755262,3,89763.84,1,0,0,1,McDonald,608,Female,41,199304.74,MA,Amherst,42.377651,-72.50323,0.3981595639148855
15679531,5,134954.53,1,1,1,0,Collins,618,Male,34,151954.39,MA,Amherst,42.377651,-72.50323,0.08272051601073961
15684181,5,0.0,1,1,0,1,Hackett,643,Male,45,142513.5,MA,Amherst,42.377651,-72.50323,0.22671946816909677
15612087,2,106376.85,1,0,1,0,Dike,671,Male,45,158264.62,MA,Barre,42.412094,-72.10443,0.15356998790534285
15752047,2,161814.64,2,1,0,0,Trevisano,689,Male,33,169381.9,MA,Barre,42.412094,-72.10443,0.21522917782283557
15624592,8,0.0,2,1,1,0,Tan,603,Male,31,169915.02,MA,Barre,42.412094,-72.10443,0.03334463873577096
15573152,9,0.0,2,0,0,0,Glassman,620,Female,41,88852.47,MA,Belchertown,42.278424,-72.411,0.2586092861844852
15594917,1,63095.01,1,1,1,0,Miller,676,Female,34,40645.81,MA,Belchertown,42.278424,-72.411,0.09449420512276131
15785542,4,118287.01,2,0,0,0,Kornilova,572,Male,26,60427.3,MA,Belchertown,42.278424,-72.411,0.1190207357736327
